0	0.001473
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.003892
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.003072
13	0.000000
14	0.000000
15	0.000000
16	0.004141
17	0.000000
18	0.000000
19	0.003343
20	0.000000
21	0.000000
22	0.003966
23	0.000000
24	0.004599
25	0.000000
26	0.000000
27	0.000000
28	0.005223
29	0.000000
30	0.005735
31	0.000000
32	0.000000
33	0.006451
34	0.000000
35	0.000000
36	0.007417
37	0.000000
38	0.000000
39	0.007882
40	0.000000
41	0.000000
42	0.008578
43	0.000000
44	0.008904
45	0.000000
46	0.000000
47	0.009200
48	0.000000
49	0.000000
50	0.009096
51	0.000000
52	0.009121
53	0.000000
54	0.009028
55	0.000000
56	0.000000
57	0.008974
58	0.000000
59	0.008849
60	0.000000
61	0.008528
62	0.000000
63	0.008435
64	0.000000
65	0.008336
66	0.000000
67	0.008506
68	0.000000
69	0.008474
70	0.000000
71	0.008461
72	0.008351
73	0.000000
74	0.008498
75	0.008317
76	0.000000
77	0.008291
78	0.000000
79	0.008333
80	0.000000
81	0.008112
82	0.008026
83	0.000000
84	0.008147
85	0.008065
86	0.000000
87	0.008058
88	0.008143
89	0.000000
90	0.008060
91	0.008159
92	0.008024
93	0.000000
94	0.007952
95	0.008113
96	0.000000
97	0.008026
98	0.008131
99	0.008238
100	0.000000
101	0.008409
102	0.000000
103	0.008463
104	0.008539
105	0.008676
106	0.000000
107	0.008587
108	0.008445
109	0.000000
110	0.008442
111	0.008443
112	0.008463
113	0.000000
114	0.008306
115	0.008220
116	0.008284
117	0.000000
118	0.008001
119	0.007783
120	0.007356
121	0.007245
122	0.000000
123	0.013287
124	0.000000
125	0.012171
126	0.000000
127	0.011154
128	0.005315
129	0.005134
130	0.009904
131	0.000000
132	0.009557
133	0.004669
134	0.009261
135	0.004434
136	0.004457
137	0.009038
138	0.004378
139	0.009047
140	0.000000
141	0.009095
142	0.004563
143	0.009369
144	0.004735
145	0.004911
146	0.010449
147	0.000000
148	0.010328
149	0.005265
150	0.005230
151	0.005040
152	0.005308
153	0.005383
154	0.010747
155	0.000000
156	0.011436
157	0.000000
158	0.006254
159	0.006692
160	0.006931
161	0.006736
162	0.000000
163	0.011054
164	0.004870
165	0.000000
166	0.010042
167	0.005065
168	0.005178
169	0.005432
170	0.005500
171	0.005610
172	0.005569
173	0.000000
174	0.012937
175	0.000000
176	0.006729
177	0.000000
178	0.012186
179	0.000000
180	0.005794
181	0.005673
182	0.005565
183	0.005690
184	0.005694
185	0.000000
186	0.005882
187	0.005797
188	0.005544
189	0.005190
190	0.004614
191	0.004294
192	0.003862
193	0.003523
194	0.003186
195	0.003049
196	0.005499
197	0.002504
198	0.004989
199	0.002573
200	0.005525
201	0.002617
202	0.005214
203	0.002601
204	0.005394
205	0.002575
206	0.005169
207	0.002391
208	0.004928
209	0.000000
210	0.004947
211	0.002488
212	0.005020
213	0.002466
214	0.000000
215	0.004921
216	0.004582
217	0.003827
218	0.000000
219	0.003493
220	0.004480
221	0.000000
222	0.003496
223	0.004528
224	0.000000
225	0.004086
226	0.000000
227	0.003485
228	0.000000
229	0.003696
230	0.000000
231	0.004150
232	0.000000
233	0.003634
234	0.000000
235	0.000000
236	0.004701
237	0.000000
238	0.000000
239	0.003717
240	0.000000
241	0.000000
242	0.000000
243	0.004079
244	0.000000
245	0.000000
246	0.000000
247	0.000000
248	0.002020
249	0.000000
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.000000
255	0.000000
