0	0.000012
1	0.000061
2	0.000111
3	0.000170
4	0.000260
5	0.000360
6	0.000499
7	0.000648
8	0.000914
9	0.001121
10	0.001209
11	0.001371
12	0.001701
13	0.001820
14	0.002321
15	0.003343
16	0.003966
17	0.004599
18	0.005223
19	0.005735
20	0.006451
21	0.007417
22	0.007882
23	0.008578
24	0.008904
25	0.009200
26	0.009096
27	0.009121
28	0.009028
29	0.008974
30	0.008849
31	0.008528
32	0.008435
33	0.008336
34	0.008506
35	0.008474
36	0.008461
37	0.008351
38	0.008498
39	0.008317
40	0.008291
41	0.008333
42	0.008112
43	0.008026
44	0.008147
45	0.008065
46	0.008058
47	0.008143
48	0.008060
49	0.008159
50	0.008024
51	0.007952
52	0.008113
53	0.008026
54	0.008131
55	0.008238
56	0.008409
57	0.008463
58	0.008539
59	0.008676
60	0.008587
61	0.008445
62	0.008442
63	0.008443
64	0.008463
65	0.008306
66	0.008220
67	0.008284
68	0.008001
69	0.007783
70	0.007356
71	0.007245
72	0.006807
73	0.006479
74	0.006270
75	0.005901
76	0.005670
77	0.005484
78	0.005315
79	0.005134
80	0.004990
81	0.004914
82	0.004743
83	0.004815
84	0.004669
85	0.004629
86	0.004632
87	0.004434
88	0.004457
89	0.004575
90	0.004463
91	0.004378
92	0.004546
93	0.004501
94	0.004527
95	0.004568
96	0.004563
97	0.004650
98	0.004719
99	0.004735
100	0.004911
101	0.005120
102	0.005329
103	0.005162
104	0.005166
105	0.005265
106	0.005230
107	0.005040
108	0.005308
109	0.005383
110	0.005305
111	0.005442
112	0.005573
113	0.005862
114	0.006254
115	0.006692
116	0.006931
117	0.006736
118	0.005906
119	0.005148
120	0.004870
121	0.005042
122	0.005001
123	0.005065
124	0.005178
125	0.005432
126	0.005500
127	0.005610
128	0.005569
129	0.006199
130	0.006737
131	0.006729
132	0.006208
133	0.005978
134	0.005794
135	0.005673
136	0.005565
137	0.005690
138	0.005694
139	0.005882
140	0.005797
141	0.005544
142	0.005190
143	0.004614
144	0.004294
145	0.003862
146	0.003523
147	0.003186
148	0.003049
149	0.002876
150	0.002623
151	0.002504
152	0.002449
153	0.002539
154	0.002573
155	0.002845
156	0.002680
157	0.002617
158	0.002613
159	0.002601
160	0.002601
161	0.002626
162	0.002769
163	0.002575
164	0.002629
165	0.002540
166	0.002391
167	0.002440
168	0.002488
169	0.002452
170	0.002495
171	0.002488
172	0.002546
173	0.002474
174	0.002466
175	0.002525
176	0.002395
177	0.002361
178	0.002221
179	0.001957
180	0.001870
181	0.001823
182	0.001671
183	0.001551
184	0.001504
185	0.001425
186	0.001211
187	0.001098
188	0.001188
189	0.000987
190	0.000899
191	0.000870
192	0.000877
193	0.000896
194	0.000846
195	0.000798
196	0.000800
197	0.000823
198	0.000819
199	0.000844
200	0.000859
201	0.000902
202	0.000880
203	0.000904
204	0.000902
205	0.000920
206	0.000972
207	0.001036
208	0.001008
209	0.001066
210	0.001040
211	0.001132
212	0.001276
213	0.001225
214	0.001253
215	0.001051
216	0.000966
217	0.000755
218	0.000676
219	0.000606
220	0.000590
221	0.000481
222	0.000461
223	0.000424
224	0.000403
225	0.000390
226	0.000360
227	0.000354
228	0.000363
229	0.000363
230	0.000301
231	0.000278
232	0.000277
233	0.000275
234	0.000207
235	0.000233
236	0.000206
237	0.000211
238	0.000179
239	0.000228
240	0.000200
241	0.000206
242	0.000199
243	0.000245
244	0.000234
245	0.000208
246	0.000199
247	0.000203
248	0.000264
249	0.000348
250	0.000259
251	0.000049
252	0.000009
253	0.000001
254	0.000000
255	0.000000
