0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	1
8	1
9	1
10	1
11	2
12	2
13	3
14	3
15	4
16	5
17	6
18	8
19	9
20	11
21	13
22	15
23	17
24	19
25	21
26	24
27	26
28	28
29	31
30	33
31	35
32	37
33	39
34	42
35	44
36	46
37	48
38	50
39	52
40	54
41	56
42	59
43	61
44	63
45	65
46	67
47	69
48	71
49	73
50	75
51	77
52	79
53	81
54	83
55	85
56	88
57	90
58	92
59	94
60	96
61	98
62	101
63	103
64	105
65	107
66	109
67	111
68	113
69	115
70	117
71	119
72	121
73	122
74	124
75	125
76	127
77	128
78	130
79	131
80	132
81	133
82	135
83	136
84	137
85	138
86	139
87	141
88	142
89	143
90	144
91	145
92	146
93	147
94	149
95	150
96	151
97	152
98	153
99	155
100	156
101	157
102	158
103	160
104	161
105	162
106	164
107	165
108	166
109	168
110	169
111	170
112	172
113	173
114	175
115	177
116	178
117	180
118	182
119	183
120	184
121	186
122	187
123	188
124	189
125	191
126	192
127	194
128	195
129	197
130	198
131	200
132	202
133	203
134	205
135	206
136	208
137	209
138	210
139	212
140	213
141	215
142	216
143	217
144	218
145	219
146	220
147	221
148	222
149	223
150	223
151	224
152	225
153	225
154	226
155	227
156	227
157	228
158	229
159	229
160	230
161	231
162	231
163	232
164	233
165	233
166	234
167	235
168	235
169	236
170	236
171	237
172	238
173	238
174	239
175	240
176	240
177	241
178	241
179	242
180	242
181	243
182	243
183	244
184	244
185	244
186	245
187	245
188	245
189	246
190	246
191	246
192	246
193	246
194	247
195	247
196	247
197	247
198	247
199	248
200	248
201	248
202	248
203	249
204	249
205	249
206	249
207	250
208	250
209	250
210	250
211	251
212	251
213	251
214	252
215	252
216	252
217	252
218	252
219	253
220	253
221	253
222	253
223	253
224	253
225	253
226	253
227	254
228	254
229	254
230	254
231	254
232	254
233	254
234	254
235	254
236	254
237	254
238	254
239	254
240	254
241	254
242	254
243	255
244	255
245	255
246	255
247	255
248	255
249	255
250	255
251	255
252	255
253	255
254	255
255	255
